"DryRun","SourceExists","TipoVisual","Nombre","Relativo","RutaOrigen","DestinoPrevisto","Extension","TamanoPlanBytes","TamanoRealBytes","LastWrite","Riesgo","Motivo"
"NO_COPY","True","cctv_coverage_map","ChatGPT Image 6 ene 2026, 03_10_39 a.m..png","CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 03_10_39 a.m..png","G:\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 03_10_39 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__OFICINAS__ChatGPT Image 6 ene 2026, 03_10_39 a.m..png",".png","2486249","2486249","2026-01-06T03:10:42.2188691-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ChatGPT Image 6 ene 2026, 04_05_53 a.m..png","CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 04_05_53 a.m..png","G:\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 04_05_53 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__OFICINAS__ChatGPT Image 6 ene 2026, 04_05_53 a.m..png",".png","2329910","2329910","2026-01-06T04:05:57.9279569-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ChatGPT Image 6 ene 2026, 04_06_11 a.m..png","CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 04_06_11 a.m..png","G:\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 04_06_11 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__OFICINAS__ChatGPT Image 6 ene 2026, 04_06_11 a.m..png",".png","2246310","2246310","2026-01-06T04:06:16.4855735-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ChatGPT Image 6 ene 2026, 04_07_03 a.m..png","CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 04_07_03 a.m..png","G:\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 04_07_03 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__OFICINAS__ChatGPT Image 6 ene 2026, 04_07_03 a.m..png",".png","2309152","2309152","2026-01-06T04:07:07.8295294-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ChatGPT Image 6 ene 2026, 04_07_09 a.m..png","CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 04_07_09 a.m..png","G:\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 04_07_09 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__OFICINAS__ChatGPT Image 6 ene 2026, 04_07_09 a.m..png",".png","2129055","2129055","2026-01-06T04:07:12.6948871-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ChatGPT Image 6 ene 2026, 04_07_14 a.m. - copia.png","CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 04_07_14 a.m. - copia.png","G:\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 04_07_14 a.m. - copia.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__OFICINAS__ChatGPT Image 6 ene 2026, 04_07_14 a.m. - copia.png",".png","2129055","2129055","2026-01-06T04:07:17.9703441-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ChatGPT Image 6 ene 2026, 04_07_14 a.m..png","CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 04_07_14 a.m..png","G:\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 04_07_14 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__OFICINAS__ChatGPT Image 6 ene 2026, 04_07_14 a.m..png",".png","2129055","2129055","2026-01-06T04:07:17.9703441-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ChatGPT Image 6 ene 2026, 04_07_21 a.m..png","CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 04_07_21 a.m..png","G:\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 04_07_21 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__OFICINAS__ChatGPT Image 6 ene 2026, 04_07_21 a.m..png",".png","2377703","2377703","2026-01-06T04:07:26.1447493-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ChatGPT Image 6 ene 2026, 04_07_32 a.m..png","CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 04_07_32 a.m..png","G:\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 04_07_32 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__OFICINAS__ChatGPT Image 6 ene 2026, 04_07_32 a.m..png",".png","2129055","2129055","2026-01-06T04:07:36.4503203-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","Gemini_Generated_Image_x8c6ggx8c6ggx8c6.png","CCTV\OFICINAS\Gemini_Generated_Image_x8c6ggx8c6ggx8c6.png","G:\CCTV\OFICINAS\Gemini_Generated_Image_x8c6ggx8c6ggx8c6.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__OFICINAS__Gemini_Generated_Image_x8c6ggx8c6ggx8c6.png",".png","2129055","2129055","2026-01-06T03:00:50.5186616-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","PANTA ALTA 2.png","CCTV\OFICINAS\PANTA ALTA 2.png","G:\CCTV\OFICINAS\PANTA ALTA 2.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__OFICINAS__PANTA ALTA 2.png",".png","10151842","10151842","2026-01-06T12:53:27.1416205-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ChatGPT Image 6 ene 2026, 04_05_12 a.m..png","CCTV\OFICINAS\ofi\ChatGPT Image 6 ene 2026, 04_05_12 a.m..png","G:\CCTV\OFICINAS\ofi\ChatGPT Image 6 ene 2026, 04_05_12 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__OFICINAS__ofi__ChatGPT Image 6 ene 2026, 04_05_12 a.m..png",".png","1487384","1487384","2026-01-06T09:23:15.0574982-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ChatGPT Image 6 ene 2026, 04_39_50 a.m..png","CCTV\OFICINAS\ofi\ChatGPT Image 6 ene 2026, 04_39_50 a.m..png","G:\CCTV\OFICINAS\ofi\ChatGPT Image 6 ene 2026, 04_39_50 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__OFICINAS__ofi__ChatGPT Image 6 ene 2026, 04_39_50 a.m..png",".png","2433265","2433265","2026-01-06T04:39:59.9446301-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ChatGPT Image 6 ene 2026, 04_44_12 a.m..png","CCTV\OFICINAS\ofi\ChatGPT Image 6 ene 2026, 04_44_12 a.m..png","G:\CCTV\OFICINAS\ofi\ChatGPT Image 6 ene 2026, 04_44_12 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__OFICINAS__ofi__ChatGPT Image 6 ene 2026, 04_44_12 a.m..png",".png","2294172","2294172","2026-01-06T04:44:22.9807652-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ChatGPT Image 6 ene 2026, 05_46_48 a.m..png","CCTV\OFICINAS\ofi\ChatGPT Image 6 ene 2026, 05_46_48 a.m..png","G:\CCTV\OFICINAS\ofi\ChatGPT Image 6 ene 2026, 05_46_48 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__OFICINAS__ofi__ChatGPT Image 6 ene 2026, 05_46_48 a.m..png",".png","1484928","1484928","2026-01-08T12:03:58.6418036-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","nave acceso.png","CCTV\OFICINAS\ofi\nave acceso.png","G:\CCTV\OFICINAS\ofi\nave acceso.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__OFICINAS__ofi__nave acceso.png",".png","2991482","2991482","2026-01-06T05:46:15.5097723-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","o.png","CCTV\OFICINAS\ofi\o.png","G:\CCTV\OFICINAS\ofi\o.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__OFICINAS__ofi__o.png",".png","2156222","2156222","2026-01-06T04:33:33.0914155-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ground_source.png","CCTV\VISOR_BASE_FINAL_\3d\ground_source.png","G:\CCTV\VISOR_BASE_FINAL_\3d\ground_source.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL___3d__ground_source.png",".png","2283118","2283118","2026-01-08T23:21:14.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ground.jpg","CCTV\VISOR_BASE_FINAL_\3d\ground.jpg","G:\CCTV\VISOR_BASE_FINAL_\3d\ground.jpg","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL___3d__ground.jpg",".jpg","377543","377543","2026-01-08T23:21:14.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","scene.json","CCTV\VISOR_BASE_FINAL_\3d\scene.json","G:\CCTV\VISOR_BASE_FINAL_\3d\scene.json","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL___3d__scene.json",".json","574","574","2026-01-08T23:21:14.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ground_source.png","CCTV\VISOR_BASE_FINAL_EDIT_EDIFICIOS\3d\ground_source.png","G:\CCTV\VISOR_BASE_FINAL_EDIT_EDIFICIOS\3d\ground_source.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_EDIT_EDIFICIOS__3d__ground_source.png",".png","5411259","5411259","2026-01-06T08:55:24.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ground.jpg","CCTV\VISOR_BASE_FINAL_EDIT_EDIFICIOS\3d\ground.jpg","G:\CCTV\VISOR_BASE_FINAL_EDIT_EDIFICIOS\3d\ground.jpg","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_EDIT_EDIFICIOS__3d__ground.jpg",".jpg","593962","593962","2026-01-06T08:55:24.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","scene.json","CCTV\VISOR_BASE_FINAL_EDIT_EDIFICIOS\3d\scene.json","G:\CCTV\VISOR_BASE_FINAL_EDIT_EDIFICIOS\3d\scene.json","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_EDIT_EDIFICIOS__3d__scene.json",".json","574","574","2026-01-06T08:55:24.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ground_source.png","CCTV\VISOR_BASE_FINAL_EDIT_EDIFICIOS_FIX\3d\ground_source.png","G:\CCTV\VISOR_BASE_FINAL_EDIT_EDIFICIOS_FIX\3d\ground_source.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_EDIT_EDIFICIOS_FIX__3d__ground_source.png",".png","5411259","5411259","2026-01-06T08:55:24.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ground.jpg","CCTV\VISOR_BASE_FINAL_EDIT_EDIFICIOS_FIX\3d\ground.jpg","G:\CCTV\VISOR_BASE_FINAL_EDIT_EDIFICIOS_FIX\3d\ground.jpg","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_EDIT_EDIFICIOS_FIX__3d__ground.jpg",".jpg","593962","593962","2026-01-06T08:55:24.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","scene.json","CCTV\VISOR_BASE_FINAL_EDIT_EDIFICIOS_FIX\3d\scene.json","G:\CCTV\VISOR_BASE_FINAL_EDIT_EDIFICIOS_FIX\3d\scene.json","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_EDIT_EDIFICIOS_FIX__3d__scene.json",".json","574","574","2026-01-06T08:55:24.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","camera_plan_source.xlsx","CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v11_REPORTE\camera_plan_source.xlsx","G:\CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v11_REPORTE\camera_plan_source.xlsx","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v11_REPORTE__camera_plan_source.xlsx",".xlsx","6093","6093","2026-01-09T08:38:40.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","camera_plan.json","CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v11_REPORTE\camera_plan.json","G:\CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v11_REPORTE\camera_plan.json","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v11_REPORTE__camera_plan.json",".json","10011","10011","2026-01-09T08:38:40.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ground_source.png","CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v11_REPORTE\ground_source.png","G:\CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v11_REPORTE\ground_source.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v11_REPORTE__ground_source.png",".png","2283118","2283118","2026-01-09T08:38:40.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ground.jpg","CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v11_REPORTE\ground.jpg","G:\CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v11_REPORTE\ground.jpg","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v11_REPORTE__ground.jpg",".jpg","377543","377543","2026-01-09T08:38:40.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","scene.json","CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v11_REPORTE\scene.json","G:\CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v11_REPORTE\scene.json","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v11_REPORTE__scene.json",".json","574","574","2026-01-09T08:38:40.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ground_source.png","CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\ground_source.png","G:\CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\ground_source.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7__ground_source.png",".png","2283118","2283118","2026-01-08T23:21:14.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ground.jpg","CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\ground.jpg","G:\CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\ground.jpg","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7__ground.jpg",".jpg","377543","377543","2026-01-08T23:21:14.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","scene.json","CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\scene.json","G:\CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\scene.json","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7__scene.json",".json","574","574","2026-01-08T23:21:14.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ground_source.png","CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\ground_source.png","G:\CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\ground_source.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7__ground_source.png",".png","2283118","2283118","2026-01-08T23:21:14.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ground.jpg","CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\ground.jpg","G:\CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\ground.jpg","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7__ground.jpg",".jpg","377543","377543","2026-01-08T23:21:14.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","scene.json","CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\scene.json","G:\CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\scene.json","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7__scene.json",".json","574","574","2026-01-08T23:21:14.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ground_source.png","CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7.1\3d\ground_source.png","G:\CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7.1\3d\ground_source.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7.1__3d__ground_source.png",".png","2283118","2283118","2026-01-09T01:13:23.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ground.jpg","CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7.1\3d\ground.jpg","G:\CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7.1\3d\ground.jpg","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7.1__3d__ground.jpg",".jpg","377543","377543","2026-01-09T01:13:23.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","scene.json","CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7.1\3d\scene.json","G:\CCTV\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7.1\3d\scene.json","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7.1__3d__scene.json",".json","574","574","2026-01-09T01:13:23.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","camera_plan_source.xlsx","CCTV\VISOR_CON_PLAN_EXCEL_v10_MEDICION_AREA\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\camera_plan_source.xlsx","G:\CCTV\VISOR_CON_PLAN_EXCEL_v10_MEDICION_AREA\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\camera_plan_source.xlsx","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_CON_PLAN_EXCEL_v10_MEDICION_AREA__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7__camera_plan_source.xlsx",".xlsx","6093","6093","2026-01-09T01:19:46.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","camera_plan.json","CCTV\VISOR_CON_PLAN_EXCEL_v10_MEDICION_AREA\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\camera_plan.json","G:\CCTV\VISOR_CON_PLAN_EXCEL_v10_MEDICION_AREA\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\camera_plan.json","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_CON_PLAN_EXCEL_v10_MEDICION_AREA__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7__camera_plan.json",".json","10011","10011","2026-01-09T01:28:40.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ground_source.png","CCTV\VISOR_CON_PLAN_EXCEL_v10_MEDICION_AREA\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\ground_source.png","G:\CCTV\VISOR_CON_PLAN_EXCEL_v10_MEDICION_AREA\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\ground_source.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_CON_PLAN_EXCEL_v10_MEDICION_AREA__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7__ground_source.png",".png","2283118","2283118","2026-01-09T01:21:02.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","ground.jpg","CCTV\VISOR_CON_PLAN_EXCEL_v10_MEDICION_AREA\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\ground.jpg","G:\CCTV\VISOR_CON_PLAN_EXCEL_v10_MEDICION_AREA\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\ground.jpg","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_CON_PLAN_EXCEL_v10_MEDICION_AREA__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7__ground.jpg",".jpg","377543","377543","2026-01-09T01:21:02.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
"NO_COPY","True","cctv_coverage_map","scene.json","CCTV\VISOR_CON_PLAN_EXCEL_v10_MEDICION_AREA\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\scene.json","G:\CCTV\VISOR_CON_PLAN_EXCEL_v10_MEDICION_AREA\VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7\scene.json","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_CON_PLAN_EXCEL_v10_MEDICION_AREA__VISOR_BASE_FINAL_TU_IMAGEN_BRIGHT_v7__scene.json",".json","574","574","2026-01-09T01:21:02.0000000-06:00","MEDIO","Recurso visual/layout/CCTV/mapa/KML"
