"Status","TipoVisual","Origen","Destino","Sha256Origen","Sha256Destino","BytesDestino","Relativo"
"COPIED","cctv_coverage_map","G:\CCTV\VISOR_TGL_ULTIMO_v15_MOBILE_STYLE_AUTOSAVE_FIX (1)\VISOR_TGL_ULTIMO_v14_MOBILE\ground_source.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_TGL_ULTIMO_v15_MOBILE_STYLE_AUTOSAVE_FIX (1)__VISOR_TGL_ULTIMO_v14_MOBILE__ground_source.png","B293205890E43A85ADABD1FF04992D9D342BEB7D35F6097E302F9D9AAC0FAE30","B293205890E43A85ADABD1FF04992D9D342BEB7D35F6097E302F9D9AAC0FAE30","2283118","CCTV\VISOR_TGL_ULTIMO_v15_MOBILE_STYLE_AUTOSAVE_FIX (1)\VISOR_TGL_ULTIMO_v14_MOBILE\ground_source.png"
"COPIED","cctv_coverage_map","G:\CCTV\VISOR_TGL_ULTIMO_v15_MOBILE_STYLE_AUTOSAVE_FIX (1)\VISOR_TGL_ULTIMO_v14_MOBILE\ground.jpg","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_TGL_ULTIMO_v15_MOBILE_STYLE_AUTOSAVE_FIX (1)__VISOR_TGL_ULTIMO_v14_MOBILE__ground.jpg","9B468C82D907FD03444F86B0443C8412912409666E58E160B687834C41C1CF55","9B468C82D907FD03444F86B0443C8412912409666E58E160B687834C41C1CF55","377543","CCTV\VISOR_TGL_ULTIMO_v15_MOBILE_STYLE_AUTOSAVE_FIX (1)\VISOR_TGL_ULTIMO_v14_MOBILE\ground.jpg"
"COPIED","cctv_coverage_map","G:\CCTV\VISOR_TGL_ULTIMO_v15_MOBILE_STYLE_AUTOSAVE_FIX (1)\VISOR_TGL_ULTIMO_v14_MOBILE\scene.json","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\CCTV__VISOR_TGL_ULTIMO_v15_MOBILE_STYLE_AUTOSAVE_FIX (1)__VISOR_TGL_ULTIMO_v14_MOBILE__scene.json","9C259E34E6A0607DDB0BC80F9492B29E1E5CF1A2AE2321F2A96886279BA2B75A","9C259E34E6A0607DDB0BC80F9492B29E1E5CF1A2AE2321F2A96886279BA2B75A","574","CCTV\VISOR_TGL_ULTIMO_v15_MOBILE_STYLE_AUTOSAVE_FIX (1)\VISOR_TGL_ULTIMO_v14_MOBILE\scene.json"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\c95a38fb-4622-46f4-a1b6-cdbaf40e1ee2.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__c95a38fb-4622-46f4-a1b6-cdbaf40e1ee2.png","3BA7A1E0B3273EA9D1D7C70C96BE739A28A22529FABC024FEC42A365C6805002","3BA7A1E0B3273EA9D1D7C70C96BE739A28A22529FABC024FEC42A365C6805002","1002927","Nueva carpeta (3)\CCTV\c95a38fb-4622-46f4-a1b6-cdbaf40e1ee2.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\CCTV_Layout_PENDIENTE.xlsx","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__CCTV_Layout_PENDIENTE.xlsx","47F24119FF18D66629B41E4188D4137DDF601C66C6F606CD0077486645827A8B","47F24119FF18D66629B41E4188D4137DDF601C66C6F606CD0077486645827A8B","6093","Nueva carpeta (3)\CCTV\CCTV_Layout_PENDIENTE.xlsx"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\CCTV_Proyecto.xlsx","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__CCTV_Proyecto.xlsx","BAE19925C35B27CFE47BCD95FC7E5BCA367320D167A97E0FDB2C7F3764AFB8BD","BAE19925C35B27CFE47BCD95FC7E5BCA367320D167A97E0FDB2C7F3764AFB8BD","6431","Nueva carpeta (3)\CCTV\CCTV_Proyecto.xlsx"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 02_14_28 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__ChatGPT Image 6 ene 2026, 02_14_28 a.m..png","22167B233E3996630F239E94056B30906B29E7AA58045EFD455C039C5F33F99E","22167B233E3996630F239E94056B30906B29E7AA58045EFD455C039C5F33F99E","1024026","Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 02_14_28 a.m..png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 02_38_17 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__ChatGPT Image 6 ene 2026, 02_38_17 a.m..png","22167B233E3996630F239E94056B30906B29E7AA58045EFD455C039C5F33F99E","22167B233E3996630F239E94056B30906B29E7AA58045EFD455C039C5F33F99E","1024026","Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 02_38_17 a.m..png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 02_39_16 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__ChatGPT Image 6 ene 2026, 02_39_16 a.m..png","B050553126379213275B42F5135B1E0F9137E9B925467370F6D3801D204D7DB8","B050553126379213275B42F5135B1E0F9137E9B925467370F6D3801D204D7DB8","901848","Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 02_39_16 a.m..png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 04_05_12 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__ChatGPT Image 6 ene 2026, 04_05_12 a.m..png","64E5F16099A982ABC77DC9B158D9FFBA482AC787F7187F689F6CEDA50BEC3CCB","64E5F16099A982ABC77DC9B158D9FFBA482AC787F7187F689F6CEDA50BEC3CCB","2753486","Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 04_05_12 a.m..png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 04_06_34 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__ChatGPT Image 6 ene 2026, 04_06_34 a.m..png","B050553126379213275B42F5135B1E0F9137E9B925467370F6D3801D204D7DB8","B050553126379213275B42F5135B1E0F9137E9B925467370F6D3801D204D7DB8","901848","Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 04_06_34 a.m..png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 04_36_48 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__ChatGPT Image 6 ene 2026, 04_36_48 a.m..png","86CF46B1747DC8837832359DAB88A91743D9CA63034B3380C1CC733784DFFEAE","86CF46B1747DC8837832359DAB88A91743D9CA63034B3380C1CC733784DFFEAE","1301873","Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 04_36_48 a.m..png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 04_53_42 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__ChatGPT Image 6 ene 2026, 04_53_42 a.m..png","6757E25E2BD0DF2FF1E5BDB31DE82872992711C99547EFEB283A54650E4821A0","6757E25E2BD0DF2FF1E5BDB31DE82872992711C99547EFEB283A54650E4821A0","1516928","Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 04_53_42 a.m..png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 04_57_04 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__ChatGPT Image 6 ene 2026, 04_57_04 a.m..png","5701263FD36A02F668425831D9CB56515BD40B6CE422EBF26B391C7532AB847E","5701263FD36A02F668425831D9CB56515BD40B6CE422EBF26B391C7532AB847E","1827475","Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 04_57_04 a.m..png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 04_57_56 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__ChatGPT Image 6 ene 2026, 04_57_56 a.m..png","3B9628E0C1193B4153917B3DE0D63D6DB3CD89E3B2553EFBCECF6780431CC8A4","3B9628E0C1193B4153917B3DE0D63D6DB3CD89E3B2553EFBCECF6780431CC8A4","1079450","Nueva carpeta (3)\CCTV\ChatGPT Image 6 ene 2026, 04_57_56 a.m..png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\ChatGPT Image 9 ene 2026, 01_01_26 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__ChatGPT Image 9 ene 2026, 01_01_26 a.m..png","7C40A46610712402CB4F683FC69240F672ED8A090EB966EC127323AB644CFDE5","7C40A46610712402CB4F683FC69240F672ED8A090EB966EC127323AB644CFDE5","2871570","Nueva carpeta (3)\CCTV\ChatGPT Image 9 ene 2026, 01_01_26 a.m..png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\ChatGPT Image 9 ene 2026, 01_01_41 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__ChatGPT Image 9 ene 2026, 01_01_41 a.m..png","4947B163840DCAD3DB61044F72E0246867861B622C76E2ED07B4B760A0A1D460","4947B163840DCAD3DB61044F72E0246867861B622C76E2ED07B4B760A0A1D460","2765293","Nueva carpeta (3)\CCTV\ChatGPT Image 9 ene 2026, 01_01_41 a.m..png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\ChatGPT Image 9 ene 2026, 01_04_33 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__ChatGPT Image 9 ene 2026, 01_04_33 a.m..png","C0662068FF3013EC877AB363AF0C893F9A0E18792167AE03035EB501B199ECB4","C0662068FF3013EC877AB363AF0C893F9A0E18792167AE03035EB501B199ECB4","2520837","Nueva carpeta (3)\CCTV\ChatGPT Image 9 ene 2026, 01_04_33 a.m..png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\e.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__e.png","4E2BF42971472E2987666B52E4701C5D01E72BF8EC5978D848271AB9308D403C","4E2BF42971472E2987666B52E4701C5D01E72BF8EC5978D848271AB9308D403C","2164862","Nueva carpeta (3)\CCTV\e.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\Gemini_Generated_Image_7aox5f7aox5f7aox.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__Gemini_Generated_Image_7aox5f7aox5f7aox.png","A2AA7D37ECD359C2D82205042A4277DDC993C6E608187C02EFE72D67F8CBB33B","A2AA7D37ECD359C2D82205042A4277DDC993C6E608187C02EFE72D67F8CBB33B","2108179","Nueva carpeta (3)\CCTV\Gemini_Generated_Image_7aox5f7aox5f7aox.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\Gemini_Generated_Image_b5lbxqb5lbxqb5lb.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__Gemini_Generated_Image_b5lbxqb5lbxqb5lb.png","B7F169C182C51B625A819A947F98A5BC509E54CEF0228A8D059950D89F891641","B7F169C182C51B625A819A947F98A5BC509E54CEF0228A8D059950D89F891641","7419475","Nueva carpeta (3)\CCTV\Gemini_Generated_Image_b5lbxqb5lbxqb5lb.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\Gemini_Generated_Image_cbt5yxcbt5yxcbt5.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__Gemini_Generated_Image_cbt5yxcbt5yxcbt5.png","73E6F0076EE334AAB7EFE573FAA3A6AC601816166ACE142014C8A44B310E476A","73E6F0076EE334AAB7EFE573FAA3A6AC601816166ACE142014C8A44B310E476A","7155431","Nueva carpeta (3)\CCTV\Gemini_Generated_Image_cbt5yxcbt5yxcbt5.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\Gemini_Generated_Image_fegvwofegvwofegv.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__Gemini_Generated_Image_fegvwofegvwofegv.png","AE222FD57859B4D96274AE3DB9427BA46F2155FD595C087C493503D0E3D42239","AE222FD57859B4D96274AE3DB9427BA46F2155FD595C087C493503D0E3D42239","2240052","Nueva carpeta (3)\CCTV\Gemini_Generated_Image_fegvwofegvwofegv.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\Gemini_Generated_Image_pgwmeopgwmeopgwm.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__Gemini_Generated_Image_pgwmeopgwmeopgwm.png","A7CB78ED1901339C0074EB63BEDD6E08B40B22894D2FA9628768AC3B55B5E04F","A7CB78ED1901339C0074EB63BEDD6E08B40B22894D2FA9628768AC3B55B5E04F","5783651","Nueva carpeta (3)\CCTV\Gemini_Generated_Image_pgwmeopgwmeopgwm.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\Gemini_Generated_Image_x8c6ggx8c6ggx8c6.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__Gemini_Generated_Image_x8c6ggx8c6ggx8c6.png","13A17FCB327E8D01152759C839A98BF66DDE5B7AF46CDC5EE6BBC120E4949EE7","13A17FCB327E8D01152759C839A98BF66DDE5B7AF46CDC5EE6BBC120E4949EE7","6618730","Nueva carpeta (3)\CCTV\Gemini_Generated_Image_x8c6ggx8c6ggx8c6.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\OFI.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__OFI.png","B2DF59A2FBDD724F939681512C9C1CA5DBF7F34DEE8813CC3E8B3DE227AFAD3F","B2DF59A2FBDD724F939681512C9C1CA5DBF7F34DEE8813CC3E8B3DE227AFAD3F","2657123","Nueva carpeta (3)\CCTV\OFI.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\unnamed (1).jpg","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__unnamed (1).jpg","00715524F64B0E537930BDE1E2381CE28D7CA7361B1BBE923F5A0BE59692102F","00715524F64B0E537930BDE1E2381CE28D7CA7361B1BBE923F5A0BE59692102F","202244","Nueva carpeta (3)\CCTV\unnamed (1).jpg"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\unnamed.jpg","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__unnamed.jpg","D039F03EEB7BE528107730DB39A875D60CD0DA96E4BDF09A986BAE81D9C3AE2E","D039F03EEB7BE528107730DB39A875D60CD0DA96E4BDF09A986BAE81D9C3AE2E","200337","Nueva carpeta (3)\CCTV\unnamed.jpg"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\ZONAS CCTV.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__ZONAS CCTV.png","AEC6D4508FAEF2D2685A59C69D88FB4DBBED9BF4BD83768782751C82BEFE10C0","AEC6D4508FAEF2D2685A59C69D88FB4DBBED9BF4BD83768782751C82BEFE10C0","2841926","Nueva carpeta (3)\CCTV\ZONAS CCTV.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\ZONAS.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__ZONAS.png","8F114B7819C4EFFFF60C35DA51EF59153A87D5E564B0DC3B5350BB13EC5E09F7","8F114B7819C4EFFFF60C35DA51EF59153A87D5E564B0DC3B5350BB13EC5E09F7","485545","Nueva carpeta (3)\CCTV\ZONAS.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\CCTV_ACTUALIZADO\CCTV_Layout_PENDIENTE.xlsx","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__CCTV_ACTUALIZADO__CCTV_Layout_PENDIENTE.xlsx","47F24119FF18D66629B41E4188D4137DDF601C66C6F606CD0077486645827A8B","47F24119FF18D66629B41E4188D4137DDF601C66C6F606CD0077486645827A8B","6093","Nueva carpeta (3)\CCTV\CCTV_ACTUALIZADO\CCTV_Layout_PENDIENTE.xlsx"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\FOTODS\Gemini_Generated_Image_otvgw6otvgw6otvg.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__FOTODS__Gemini_Generated_Image_otvgw6otvgw6otvg.png","4506E4989C3AFDB298AAD2372CF40BAC4800EC9DD17DAF7CAA162D7648B9FAA2","4506E4989C3AFDB298AAD2372CF40BAC4800EC9DD17DAF7CAA162D7648B9FAA2","9135711","Nueva carpeta (3)\CCTV\FOTODS\Gemini_Generated_Image_otvgw6otvgw6otvg.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\NAVE TALLER\base_mejorada_mas_detalle_2x.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__NAVE TALLER__base_mejorada_mas_detalle_2x.png","359D083D0C6862521AD249EFEF4AC01440982140E9F4CDD56CBE34C32277A8E3","359D083D0C6862521AD249EFEF4AC01440982140E9F4CDD56CBE34C32277A8E3","3643595","Nueva carpeta (3)\CCTV\NAVE TALLER\base_mejorada_mas_detalle_2x.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\NAVE TALLER\Gemini_Generated_Image_9g6qju9g6qju9g6q.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__NAVE TALLER__Gemini_Generated_Image_9g6qju9g6qju9g6q.png","23C4533277F3EFB3296547238BBD88ED9A52BEA0EAB27551DA97A0E025739B02","23C4533277F3EFB3296547238BBD88ED9A52BEA0EAB27551DA97A0E025739B02","1645086","Nueva carpeta (3)\CCTV\NAVE TALLER\Gemini_Generated_Image_9g6qju9g6qju9g6q.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\NAVE TALLER\Gemini_Generated_Image_l85f3pl85f3pl85f.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__NAVE TALLER__Gemini_Generated_Image_l85f3pl85f3pl85f.png","83EF34BD0642F38676CAF75BC7F91285B1930CA9F7784D814A5B8CD718EA3447","83EF34BD0642F38676CAF75BC7F91285B1930CA9F7784D814A5B8CD718EA3447","5853204","Nueva carpeta (3)\CCTV\NAVE TALLER\Gemini_Generated_Image_l85f3pl85f3pl85f.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\NAVE TALLER\Gemini_Generated_Image_mxc074mxc074mxc0.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__NAVE TALLER__Gemini_Generated_Image_mxc074mxc074mxc0.png","4ED5A531CC9F214AAECA7C085973CF22BC24D0CB1CD6940FE99476BD195FA6D8","4ED5A531CC9F214AAECA7C085973CF22BC24D0CB1CD6940FE99476BD195FA6D8","1817045","Nueva carpeta (3)\CCTV\NAVE TALLER\Gemini_Generated_Image_mxc074mxc074mxc0.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\NAVE TALLER\nave 1.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__NAVE TALLER__nave 1.png","5A97AECE6F84B6F63599CA9AAF5C900FDEECB82E58664BF2277A236240CBA8D4","5A97AECE6F84B6F63599CA9AAF5C900FDEECB82E58664BF2277A236240CBA8D4","2432474","Nueva carpeta (3)\CCTV\NAVE TALLER\nave 1.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\NAVE TALLER\ZONAS CCTV.png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__NAVE TALLER__ZONAS CCTV.png","82D96D5A9DEFA1C456DB727689CAB894875AA0BE3D07FEB404DAF68D54485443","82D96D5A9DEFA1C456DB727689CAB894875AA0BE3D07FEB404DAF68D54485443","2849860","Nueva carpeta (3)\CCTV\NAVE TALLER\ZONAS CCTV.png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 03_00_11 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__OFICINAS__ChatGPT Image 6 ene 2026, 03_00_11 a.m..png","1A08CBCAFEFC558FE8578776E16D18B00753E86C83B3524D979A081485108A8E","1A08CBCAFEFC558FE8578776E16D18B00753E86C83B3524D979A081485108A8E","2129055","Nueva carpeta (3)\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 03_00_11 a.m..png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 03_02_37 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__OFICINAS__ChatGPT Image 6 ene 2026, 03_02_37 a.m..png","08B7C06ABE0CACD1BD999C13571E2EB0C29DC191D25589EF8D87222CE38A6060","08B7C06ABE0CACD1BD999C13571E2EB0C29DC191D25589EF8D87222CE38A6060","2309152","Nueva carpeta (3)\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 03_02_37 a.m..png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 03_04_40 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__OFICINAS__ChatGPT Image 6 ene 2026, 03_04_40 a.m..png","6BBD917F650B507D7261247B3132ECC637620FB9863105168501A86649D01812","6BBD917F650B507D7261247B3132ECC637620FB9863105168501A86649D01812","2520787","Nueva carpeta (3)\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 03_04_40 a.m..png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 03_06_29 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__OFICINAS__ChatGPT Image 6 ene 2026, 03_06_29 a.m..png","1393E7080DC2E141B7ED26CF67C6C926C010080F52E88EA5714A7DBAA3896321","1393E7080DC2E141B7ED26CF67C6C926C010080F52E88EA5714A7DBAA3896321","2377703","Nueva carpeta (3)\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 03_06_29 a.m..png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 03_10_30 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__OFICINAS__ChatGPT Image 6 ene 2026, 03_10_30 a.m..png","1393E7080DC2E141B7ED26CF67C6C926C010080F52E88EA5714A7DBAA3896321","1393E7080DC2E141B7ED26CF67C6C926C010080F52E88EA5714A7DBAA3896321","2377703","Nueva carpeta (3)\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 03_10_30 a.m..png"
"COPIED","cctv_coverage_map","G:\Nueva carpeta (3)\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 03_10_39 a.m..png","C:\RUNEFOGE_PRO\runeforge\data\visual_layout_engine\imports\gdrive_zod\visual_direct\cctv_coverage_map\Nueva carpeta (3)__CCTV__OFICINAS__ChatGPT Image 6 ene 2026, 03_10_39 a.m..png","28285A7A2B1DD8B96306DD8A74F301DF25645AF2BDBF47353108D18027A8D4E1","28285A7A2B1DD8B96306DD8A74F301DF25645AF2BDBF47353108D18027A8D4E1","2486249","Nueva carpeta (3)\CCTV\OFICINAS\ChatGPT Image 6 ene 2026, 03_10_39 a.m..png"
