"IP","MAC","Tipo","Fuente","Estado","AccionSugerida"
"192.168.100.253","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.254","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.255","ff-ff-ff-ff-ff-ff","DISPOSITIVO_RED_REVISAR","ARP+Get-NetNeighbor","est+Permanent","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.26","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.27","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.28","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.29","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.3","b4-0e-cf-44-fe-b9","DISPOSITIVO_RED_REVISAR","ARP+Get-NetNeighbor","din+Stale","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.30","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.31","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.32","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.33","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.34","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.35","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.36","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.37","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.38","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.39","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.4","00-00-00-00-00-00","PC_LOCAL_NO_BLOQUEAR","Get-NetNeighbor","","NO_BLOQUEAR"
"192.168.100.40","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.41","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.42","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.43","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.44","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.45","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.46","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.47","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.48","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.49","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.5","2e-15-f3-86-58-20","DISPOSITIVO_RED_REVISAR","ARP+Get-NetNeighbor","din+Stale","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.50","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.51","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.52","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.53","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.54","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.55","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.56","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.57","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.58","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.59","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.6","c8-ff-28-f7-e0-6b","DISPOSITIVO_RED_REVISAR","ARP+Get-NetNeighbor","din+Stale","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.60","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.61","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.62","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.63","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.64","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.65","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.66","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.67","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.68","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.69","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.7","32-4a-79-c6-97-d2","DISPOSITIVO_RED_REVISAR","ARP+Get-NetNeighbor","din+Stale","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.70","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.71","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.72","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.73","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.74","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.75","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.76","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.77","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.78","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.79","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.8","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.80","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.81","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.82","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.83","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.84","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.85","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.86","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.87","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.88","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.89","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.9","42-c6-32-f1-39-f1","DISPOSITIVO_RED_REVISAR","ARP+Get-NetNeighbor","din+Stale","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.90","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.91","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.92","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.93","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.94","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.95","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.96","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.97","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.98","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"192.168.100.99","00-00-00-00-00-00","DISPOSITIVO_RED_REVISAR","Get-NetNeighbor","","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"224.0.0.22","01-00-5e-00-00-16","DISPOSITIVO_RED_REVISAR","ARP","est","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"224.0.0.251","01-00-5e-00-00-fb","DISPOSITIVO_RED_REVISAR","ARP","est","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"224.0.0.252","01-00-5e-00-00-fc","DISPOSITIVO_RED_REVISAR","ARP","est","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"239.255.255.250","01-00-5e-7f-ff-fa","DISPOSITIVO_RED_REVISAR","ARP+Get-NetNeighbor","est+Permanent","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"239.255.255.251","01-00-5e-7f-ff-fb","DISPOSITIVO_RED_REVISAR","ARP+Get-NetNeighbor","est+Permanent","IDENTIFICAR_ANTES_DE_BLOQUEAR"
"255.255.255.255","ff-ff-ff-ff-ff-ff","DISPOSITIVO_RED_REVISAR","ARP","est","IDENTIFICAR_ANTES_DE_BLOQUEAR"
